"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 22, 1999","920.00","920.00","920.00","920.00","-","1.10%"
"Jul 21, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jul 20, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jul 19, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jul 16, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jul 15, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jul 14, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jul 13, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jul 12, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jul 09, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jul 08, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jul 07, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jul 06, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jul 05, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jul 02, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jul 01, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jun 30, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jun 29, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jun 28, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jun 25, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jun 24, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jun 23, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jun 22, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jun 21, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jun 18, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jun 17, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jun 16, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jun 15, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jun 14, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jun 11, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jun 10, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jun 09, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jun 08, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jun 07, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jun 04, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jun 03, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jun 02, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"Jun 01, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"May 31, 1999","910.00","910.00","910.00","910.00","-","0.00%"
"May 28, 1999","910.00","910.00","910.00","910.00","-","1.11%"
"May 27, 1999","900.00","900.00","900.00","900.00","-","2.27%"
"May 26, 1999","880.00","880.00","880.00","880.00","-","0.00%"
"May 25, 1999","880.00","880.00","880.00","880.00","-","2.33%"
"May 24, 1999","860.00","860.00","860.00","860.00","-","1.18%"
"May 21, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"May 20, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"May 19, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"May 18, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"May 17, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"May 14, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"May 13, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"May 12, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"May 11, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"May 10, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"May 07, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"May 06, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"May 05, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"May 04, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"May 03, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"Apr 30, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"Apr 29, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"Apr 28, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"Apr 27, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"Apr 26, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"Apr 23, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"Apr 22, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"Apr 21, 1999","850.00","850.00","850.00","850.00","-","0.00%"
"Apr 20, 1999","850.00","850.00","850.00","850.00","-","0.59%"
"Apr 19, 1999","845.00","845.00","845.00","845.00","-","0.00%"
"Apr 16, 1999","845.00","845.00","845.00","845.00","-","0.00%"
"Apr 15, 1999","845.00","845.00","845.00","845.00","-","0.00%"
"Apr 14, 1999","845.00","845.00","845.00","845.00","-","0.00%"
"Apr 13, 1999","845.00","845.00","845.00","845.00","-","0.00%"
"Apr 12, 1999","845.00","845.00","845.00","845.00","-","0.00%"
"Apr 09, 1999","845.00","845.00","845.00","845.00","-","0.00%"
"Apr 08, 1999","845.00","845.00","845.00","845.00","-","-2.87%"
"Apr 07, 1999","870.00","870.00","870.00","870.00","-","0.00%"
"Apr 06, 1999","870.00","870.00","870.00","870.00","-","0.00%"
"Apr 05, 1999","870.00","870.00","870.00","870.00","-","0.00%"
"Apr 02, 1999","870.00","870.00","870.00","870.00","-","0.00%"
"Apr 01, 1999","870.00","870.00","870.00","870.00","-","0.00%"
"Mar 31, 1999","870.00","870.00","870.00","870.00","-","0.00%"
"Mar 30, 1999","870.00","870.00","870.00","870.00","-","0.00%"
"Mar 29, 1999","870.00","870.00","870.00","870.00","-","0.00%"
"Mar 26, 1999","870.00","870.00","870.00","870.00","-","0.00%"
"Mar 25, 1999","870.00","870.00","870.00","870.00","-","0.00%"
"Mar 24, 1999","870.00","870.00","870.00","870.00","-","0.00%"
"Mar 23, 1999","870.00","870.00","870.00","870.00","-","0.00%"
"Mar 22, 1999","870.00","870.00","870.00","870.00","-","0.00%"
"Mar 19, 1999","870.00","870.00","870.00","870.00","-","0.00%"
"Mar 18, 1999","870.00","870.00","870.00","870.00","-","0.00%"
"Mar 17, 1999","870.00","870.00","870.00","870.00","-","0.00%"
"Mar 16, 1999","870.00","870.00","870.00","870.00","-","0.00%"
"Mar 15, 1999","870.00","870.00","870.00","870.00","-","0.00%"
"Mar 12, 1999","870.00","870.00","870.00","870.00","-","0.00%"
"Mar 11, 1999","870.00","870.00","870.00","870.00","-","0.58%"
"Mar 10, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Mar 09, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Mar 08, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Mar 05, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Mar 04, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Mar 03, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Mar 02, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Mar 01, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Feb 26, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Feb 25, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Feb 24, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Feb 23, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Feb 22, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Feb 19, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Feb 18, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Feb 17, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Feb 16, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Feb 15, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Feb 12, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Feb 11, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Feb 10, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Feb 09, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Feb 08, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Feb 05, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Feb 04, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Feb 03, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Feb 02, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Feb 01, 1999","865.00","865.00","865.00","865.00","-","0.00%"
"Jan 29, 1999","865.00","865.00","865.00","865.00","-","-1.14%"
"Jan 28, 1999","875.00","875.00","875.00","875.00","-","0.00%"
"Jan 27, 1999","875.00","875.00","875.00","875.00","-","0.00%"
"Jan 26, 1999","875.00","875.00","875.00","875.00","-","0.00%"
"Jan 25, 1999","875.00","875.00","875.00","875.00","-","0.00%"
"Jan 22, 1999","875.00","875.00","875.00","875.00","-","0.00%"
"Jan 21, 1999","875.00","875.00","875.00","875.00","-","0.00%"
"Jan 20, 1999","875.00","875.00","875.00","875.00","-","0.00%"
"Jan 19, 1999","875.00","875.00","875.00","875.00","-","8.02%"
"Jan 18, 1999","810.00","810.00","810.00","810.00","-","0.00%"
"Jan 15, 1999","810.00","810.00","810.00","810.00","-","1.25%"
"Jan 14, 1999","800.00","800.00","800.00","800.00","-","1.27%"
"Jan 13, 1999","790.00","790.00","790.00","790.00","-","2.60%"
"Jan 12, 1999","770.00","770.00","770.00","770.00","-","1.32%"
"Jan 11, 1999","760.00","760.00","760.00","760.00","-","1.33%"
"Jan 08, 1999","750.00","750.00","750.00","750.00","-","0.00%"
"Jan 07, 1999","750.00","750.00","750.00","750.00","-","0.00%"
"Jan 06, 1999","750.00","750.00","750.00","750.00","-","0.00%"
"Jan 05, 1999","750.00","750.00","750.00","750.00","-","0.00%"
"Jan 04, 1999","750.00","750.00","750.00","750.00","-","0.00%"
"Jan 01, 1999","750.00","750.00","750.00","750.00","-","0.00%"
"Dec 31, 1998","750.00","750.00","750.00","750.00","-","0.00%"
"Dec 30, 1998","750.00","750.00","750.00","750.00","-","0.00%"
"Dec 29, 1998","750.00","750.00","750.00","750.00","-","0.00%"
"Dec 28, 1998","750.00","750.00","750.00","750.00","-","0.00%"
"Dec 24, 1998","750.00","750.00","750.00","750.00","-","4.17%"
"Dec 23, 1998","720.00","720.00","720.00","720.00","-","0.00%"
"Dec 22, 1998","720.00","720.00","720.00","720.00","-","0.00%"
"Dec 21, 1998","720.00","720.00","720.00","720.00","-","0.00%"
"Dec 18, 1998","720.00","720.00","720.00","720.00","-","-0.69%"
"Dec 17, 1998","725.00","725.00","725.00","725.00","-","3.57%"
"Dec 16, 1998","700.00","700.00","700.00","700.00","-","0.00%"
"Dec 15, 1998","700.00","700.00","700.00","700.00","-","2.94%"
"Dec 14, 1998","680.00","680.00","680.00","680.00","-","4.62%"
"Dec 11, 1998","650.00","650.00","650.00","650.00","-","0.00%"
"Dec 10, 1998","650.00","650.00","650.00","650.00","-","0.00%"
"Dec 09, 1998","650.00","650.00","650.00","650.00","-","1.56%"
"Dec 08, 1998","640.00","640.00","640.00","640.00","-","0.00%"
"Dec 07, 1998","640.00","640.00","640.00","640.00","-","0.00%"
"Dec 04, 1998","640.00","640.00","640.00","640.00","-","0.00%"
"Dec 03, 1998","640.00","640.00","640.00","640.00","-","0.00%"
"Dec 02, 1998","640.00","640.00","640.00","640.00","-","0.00%"
"Dec 01, 1998","640.00","640.00","640.00","640.00","-","0.00%"
"Nov 30, 1998","640.00","640.00","640.00","640.00","-","0.00%"
"Nov 27, 1998","640.00","640.00","640.00","640.00","-","0.00%"
"Nov 26, 1998","640.00","640.00","640.00","640.00","-","-0.78%"
"Nov 25, 1998","645.00","645.00","645.00","645.00","-","0.78%"
"Nov 24, 1998","640.00","640.00","640.00","640.00","-","0.00%"
"Nov 23, 1998","640.00","640.00","640.00","640.00","-","0.00%"
"Nov 20, 1998","640.00","640.00","640.00","640.00","-","0.00%"
"Nov 19, 1998","640.00","640.00","640.00","640.00","-","0.00%"
"Nov 18, 1998","640.00","640.00","640.00","640.00","-","0.00%"
"Nov 17, 1998","640.00","640.00","640.00","640.00","-","0.00%"
"Nov 16, 1998","640.00","640.00","640.00","640.00","-","0.00%"
"Nov 13, 1998","640.00","640.00","640.00","640.00","-","0.79%"
"Nov 12, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Nov 11, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Nov 10, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Nov 09, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Nov 06, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Nov 05, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Nov 04, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Nov 03, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Nov 02, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Oct 30, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Oct 29, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Oct 28, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Oct 27, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Oct 26, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Oct 23, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Oct 22, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Oct 21, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Oct 20, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Oct 19, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Oct 16, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Oct 15, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Oct 14, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Oct 13, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Oct 12, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Oct 09, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Oct 08, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Oct 07, 1998","635.00","635.00","635.00","635.00","-","0.00%"
"Oct 06, 1998","635.00","635.00","635.00","635.00","-","1.60%"
"Oct 05, 1998","625.00","625.00","625.00","625.00","-","0.00%"
"Oct 02, 1998","625.00","625.00","625.00","625.00","-","0.81%"
"Oct 01, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Sep 30, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Sep 29, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Sep 28, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Sep 25, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Sep 24, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Sep 23, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Sep 22, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Sep 21, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Sep 18, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Sep 17, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Sep 16, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Sep 15, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Sep 14, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Sep 11, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Sep 10, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Sep 09, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Sep 08, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Sep 07, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Sep 04, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Sep 03, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Sep 02, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Sep 01, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Aug 31, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Aug 28, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Aug 27, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Aug 26, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Aug 25, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Aug 24, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Aug 21, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Aug 20, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Aug 19, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Aug 18, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Aug 17, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Aug 14, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Aug 13, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Aug 12, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Aug 11, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Aug 10, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Aug 07, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Aug 06, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Aug 05, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Aug 04, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Aug 03, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Jul 31, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Jul 30, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Jul 29, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Jul 28, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Jul 27, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Jul 24, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Jul 23, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Jul 22, 1998","620.00","620.00","620.00","620.00","-","0.00%"
"Jul 21, 1998","620.00","620.00","620.00","620.00","-","-1.59%"
"Jul 20, 1998","630.00","630.00","630.00","630.00","-","0.00%"
"Jul 17, 1998","630.00","630.00","630.00","630.00","-","0.00%"
"Jul 16, 1998","630.00","630.00","630.00","630.00","-","0.00%"
"Jul 15, 1998","630.00","630.00","630.00","630.00","-","0.00%"
"Jul 14, 1998","630.00","630.00","630.00","630.00","-","0.00%"
"Jul 13, 1998","630.00","630.00","630.00","630.00","-","0.00%"
"Jul 10, 1998","630.00","630.00","630.00","630.00","-","0.00%"
"Jul 09, 1998","630.00","630.00","630.00","630.00","-","0.00%"
"Jul 08, 1998","630.00","630.00","630.00","630.00","-","0.00%"
"Jul 07, 1998","630.00","630.00","630.00","630.00","-","0.00%"
"Jul 06, 1998","630.00","630.00","630.00","630.00","-","0.00%"
"Jul 03, 1998","630.00","630.00","630.00","630.00","-","0.00%"
"Jul 02, 1998","630.00","630.00","630.00","630.00","-","0.00%"
"Jul 01, 1998","630.00","630.00","630.00","630.00","-","0.00%"
"Jun 30, 1998","630.00","630.00","630.00","630.00","-","0.00%"
"Jun 29, 1998","630.00","630.00","630.00","630.00","-","0.00%"
"Jun 26, 1998","630.00","630.00","630.00","630.00","-","0.00%"
"Jun 25, 1998","630.00","630.00","630.00","630.00","-","0.00%"
"Jun 24, 1998","630.00","630.00","630.00","630.00","-","0.00%"
"Jun 23, 1998","630.00","630.00","630.00","630.00","-","0.00%"
"Jun 22, 1998","630.00","630.00","630.00","630.00","-","0.00%"
"Jun 19, 1998","630.00","630.00","630.00","630.00","-","0.00%"
