Date,Open,High,Low,Close,Adj Close,Volume
2006-03-30,281.019989,292.549988,281.019989,289.660004,289.660004,306400
2006-03-31,289.809998,289.829987,283.709991,286.320007,286.320007,188600
2006-04-03,286.329987,294.750000,286.329987,289.260010,289.260010,209600
2006-04-04,289.239990,292.500000,287.839996,291.519989,291.519989,168800
2006-04-05,291.500000,298.630005,291.420013,297.850006,297.850006,215000
2006-04-06,298.130005,304.000000,297.649994,303.399994,303.399994,250800
2006-04-07,303.299988,303.299988,294.779999,295.579987,295.579987,230600
2006-04-10,295.670013,301.929993,294.119995,295.739990,295.739990,224600
2006-04-11,295.970001,301.470001,288.269989,288.470001,288.470001,285000
2006-04-12,288.440002,296.040009,288.440002,294.950012,294.950012,190600
2006-04-13,294.829987,296.220001,289.140015,296.029999,296.029999,156600
2006-04-17,296.089996,309.000000,296.089996,308.760010,308.760010,227200
2006-04-18,308.899994,316.420013,308.899994,315.450012,315.450012,252800
2006-04-19,315.510010,325.910004,313.299988,325.739990,325.739990,260200
2006-04-20,325.779999,325.779999,306.790009,306.790009,306.790009,353800
2006-04-21,306.869995,319.220001,306.869995,317.140015,317.140015,269200
2006-04-24,317.119995,317.779999,310.049988,313.989990,313.989990,197800
2006-04-25,314.070007,321.940002,314.070007,316.720001,316.720001,185000
2006-04-26,316.720001,323.040009,316.720001,321.609985,321.609985,179200
2006-04-27,321.510010,322.130005,310.299988,310.299988,310.299988,276000
2006-04-28,310.459991,323.010010,310.429993,322.089996,322.089996,234200
2006-05-01,322.160004,328.420013,322.160004,324.309998,324.309998,185000
2006-05-02,324.239990,328.049988,319.260010,327.609985,327.609985,264600
2006-05-03,327.640015,330.510010,318.799988,323.640015,323.640015,312800
2006-05-04,323.390015,334.359985,321.799988,331.980011,331.980011,288400
2006-05-05,331.980011,336.739990,329.660004,333.260010,333.260010,247000
2006-05-08,333.320007,333.470001,324.709991,330.440002,330.440002,188600
2006-05-09,330.480011,345.220001,330.480011,344.619995,344.619995,270800
2006-05-10,344.640015,347.850006,341.529999,347.850006,347.850006,258400
2006-05-11,347.980011,354.420013,341.950012,342.549988,342.549988,327200
2006-05-12,342.679993,345.589996,325.399994,329.209991,329.209991,364600
2006-05-15,329.010010,329.010010,307.109985,310.019989,310.019989,417400
2006-05-16,310.149994,314.119995,298.440002,306.679993,306.679993,345200
2006-05-17,306.679993,315.109985,294.519989,295.459991,295.459991,450000
2006-05-18,295.459991,301.320007,289.940002,290.390015,290.390015,292000
2006-05-19,290.220001,290.220001,277.269989,288.609985,288.609985,464000
2006-05-22,288.450012,288.450012,274.279999,285.959991,285.959991,380400
2006-05-23,285.950012,299.760010,285.950012,290.940002,290.940002,335000
2006-05-24,290.760010,290.820007,274.380005,279.109985,279.109985,371000
2006-05-25,279.130005,292.820007,279.130005,292.820007,292.820007,253000
2006-05-26,292.890015,294.790009,288.260010,293.399994,293.399994,176200
2006-05-30,293.429993,299.940002,288.619995,288.619995,288.619995,233200
2006-05-31,288.589996,296.109985,288.589996,292.179993,292.179993,224700
2006-06-01,291.959991,291.959991,280.690002,289.859985,289.859985,242800
2006-06-02,290.059998,296.339996,290.059998,294.630005,294.630005,196800
2006-06-05,295.029999,299.269989,286.630005,286.989990,286.989990,236000
2006-06-06,286.869995,286.869995,277.329987,279.260010,279.260010,279000
2006-06-07,279.670013,282.850006,272.450012,272.899994,272.899994,289400
2006-06-08,272.429993,272.429993,254.500000,266.010010,266.010010,417600
2006-06-09,266.000000,272.450012,262.890015,264.459991,264.459991,215000
2006-06-12,264.540009,268.950012,257.399994,257.410004,257.410004,219400
2006-06-13,257.290009,257.290009,245.229996,247.660004,247.660004,438000
2006-06-14,248.080002,257.250000,247.990005,253.740005,253.740005,318800
2006-06-15,253.839996,267.190002,253.839996,266.980011,266.980011,302000
2006-06-16,266.920013,266.920013,261.730011,264.470001,264.470001,267000
2006-06-19,264.500000,264.500000,256.709991,256.820007,256.820007,198800
2006-06-20,256.890015,265.619995,256.880005,262.399994,262.399994,182000
2006-06-21,262.390015,273.100006,262.089996,272.149994,272.149994,239600
2006-06-22,272.290009,273.570007,266.309998,269.440002,269.440002,215200
2006-06-23,269.350006,274.910004,265.250000,273.309998,273.309998,170200
2006-06-26,273.269989,276.880005,272.410004,276.239990,276.239990,152400
2006-06-27,276.220001,279.720001,269.480011,269.559998,269.559998,198800
2006-06-28,269.600006,273.109985,266.730011,269.880005,269.880005,146800
2006-06-29,269.890015,288.399994,269.890015,288.399994,288.399994,250800
2006-06-30,288.450012,295.750000,288.450012,293.649994,293.649994,222600
2006-07-03,293.690002,305.570007,293.690002,305.570007,305.570007,128400
2006-07-05,305.450012,305.820007,295.190002,298.799988,298.799988,229400
2006-07-06,298.760010,304.100006,297.200012,301.869995,301.869995,166800
2006-07-07,301.890015,303.970001,297.179993,297.440002,297.440002,165000
2006-07-10,297.429993,299.869995,293.320007,297.029999,297.029999,142800
2006-07-11,297.239990,303.980011,297.239990,303.600006,303.600006,169800
2006-07-12,303.640015,308.049988,299.600006,301.019989,301.019989,221200
2006-07-13,301.019989,301.480011,291.299988,291.410004,291.410004,201000
2006-07-14,291.339996,297.480011,291.260010,296.649994,296.649994,152400
2006-07-17,296.579987,296.579987,285.940002,286.220001,286.220001,215800
2006-07-18,286.190002,290.239990,278.709991,283.000000,283.000000,235400
2006-07-19,282.959991,293.970001,282.940002,293.369995,293.369995,189600
2006-07-20,293.420013,293.420013,280.320007,280.369995,280.369995,184800
2006-07-21,280.380005,283.010010,272.290009,272.679993,272.679993,271600
2006-07-24,272.679993,277.670013,266.200012,276.500000,276.500000,218200
2006-07-25,276.510010,284.540009,274.390015,283.859985,283.859985,167800
2006-07-26,283.839996,287.739990,278.630005,287.540009,287.540009,161600
2006-07-27,287.589996,293.119995,278.670013,279.410004,279.410004,209600
2006-07-28,279.440002,288.149994,279.440002,288.149994,288.149994,162200
2006-07-31,288.079987,290.040009,284.649994,288.799988,288.799988,149500
2006-08-01,288.809998,295.510010,285.769989,295.320007,295.320007,176000
2006-08-02,295.450012,302.609985,295.239990,301.769989,301.769989,226200
2006-08-03,301.549988,301.649994,295.700012,296.679993,296.679993,148200
2006-08-04,296.750000,303.260010,294.769989,294.890015,294.890015,152000
2006-08-07,294.799988,300.070007,294.799988,298.220001,298.220001,109400
2006-08-08,297.880005,301.019989,293.570007,294.850006,294.850006,147200
2006-08-09,294.899994,303.559998,294.899994,300.720001,300.720001,185600
2006-08-10,300.540009,300.540009,292.440002,295.640015,295.640015,167600
2006-08-11,295.589996,299.239990,288.799988,288.799988,288.799988,158400
2006-08-14,288.809998,289.450012,283.519989,283.540009,283.540009,159800
2006-08-15,283.529999,287.839996,283.529999,286.320007,286.320007,128400
2006-08-16,286.380005,292.940002,286.380005,290.500000,290.500000,138600
2006-08-17,290.529999,290.649994,283.029999,284.980011,284.980011,162200
2006-08-18,284.950012,287.040009,281.000000,287.040009,287.040009,166400
2006-08-21,287.100006,300.619995,287.100006,300.619995,300.619995,182000
2006-08-22,300.540009,301.450012,296.299988,301.450012,301.450012,156400
2006-08-23,301.519989,306.260010,299.750000,300.390015,300.390015,137800
2006-08-24,300.429993,302.959991,294.609985,295.190002,295.190002,112200
2006-08-25,295.179993,300.429993,295.179993,297.739990,297.739990,86800
2006-08-28,297.679993,297.679993,291.600006,292.200012,292.200012,111000
2006-08-29,292.140015,293.350006,288.070007,293.179993,293.179993,146200
2006-08-30,293.200012,296.089996,291.470001,294.660004,294.660004,129000
2006-08-31,294.709991,297.640015,293.459991,295.079987,295.079987,241600
2006-09-01,295.070007,298.200012,291.899994,296.570007,296.570007,167800
2006-09-05,296.679993,306.079987,296.679993,304.959991,304.959991,215200
2006-09-06,304.880005,307.089996,300.359985,300.839996,300.839996,190800
2006-09-07,300.790009,300.790009,290.869995,290.950012,290.950012,198600
2006-09-08,290.869995,290.869995,282.549988,282.739990,282.739990,198800
2006-09-11,282.649994,282.649994,263.309998,263.450012,263.450012,371600
2006-09-12,263.390015,266.709991,258.190002,260.579987,260.579987,274400
2006-09-13,260.649994,265.730011,260.649994,262.850006,262.850006,203800
2006-09-14,262.820007,264.859985,251.259995,252.710007,252.710007,296200
2006-09-15,252.720001,256.799988,249.380005,255.309998,255.309998,330600
2006-09-18,255.169998,262.730011,255.169998,262.559998,262.559998,228200
2006-09-19,262.359985,262.359985,251.339996,251.490005,251.490005,221000
2006-09-20,251.589996,255.740005,249.059998,249.440002,249.440002,212400
2006-09-21,249.369995,255.610001,248.809998,252.580002,252.580002,204000
2006-09-22,252.669998,258.109985,252.669998,253.869995,253.869995,182200
2006-09-25,253.809998,254.270004,246.360001,252.350006,252.350006,238800
2006-09-26,252.029999,260.589996,252.029999,260.589996,260.589996,223300
2006-09-27,260.549988,264.209991,256.309998,263.660004,263.660004,306400
2006-09-28,263.679993,266.220001,262.130005,262.329987,262.329987,213400
2006-09-29,262.260010,263.540009,257.440002,259.350006,259.350006,181200
2006-10-02,259.399994,265.440002,259.399994,261.649994,261.649994,170200
2006-10-03,261.190002,261.230011,244.009995,244.160004,244.160004,314800
2006-10-04,244.490005,247.059998,237.949997,246.809998,246.809998,407600
2006-10-05,246.960007,254.820007,246.820007,252.889999,252.889999,237600
2006-10-06,252.820007,255.529999,248.270004,251.800003,251.800003,182400
2006-10-09,252.080002,256.769989,251.059998,251.789993,251.789993,0
2006-10-10,251.779999,255.740005,248.789993,253.869995,253.869995,180400
2006-10-11,253.750000,254.350006,248.199997,248.490005,248.490005,231800
2006-10-12,248.649994,255.130005,247.800003,254.949997,254.949997,197200
2006-10-13,255.020004,262.230011,255.020004,261.899994,261.899994,221600
2006-10-16,261.869995,265.019989,259.339996,265.019989,265.019989,189800
2006-10-17,264.720001,264.720001,257.519989,262.970001,262.970001,189000
2006-10-18,262.690002,264.100006,257.040009,258.040009,258.040009,167600
2006-10-19,258.079987,266.579987,258.079987,266.579987,266.579987,192000
2006-10-20,266.489990,267.559998,261.579987,261.809998,261.809998,134400
2006-10-23,260.850006,264.369995,256.980011,264.369995,264.369995,205000
2006-10-24,264.140015,268.760010,259.850006,265.589996,265.589996,215200
2006-10-25,265.579987,273.019989,263.500000,272.429993,272.429993,247600
2006-10-26,272.429993,274.200012,268.779999,271.010010,271.010010,193600
2006-10-27,271.029999,274.049988,267.899994,267.899994,267.899994,232200
2006-10-30,267.950012,274.489990,267.950012,270.100006,270.100006,195600
2006-10-31,270.100006,277.149994,269.450012,276.720001,276.720001,214200
2006-11-01,276.779999,283.279999,274.880005,276.950012,276.950012,296200
2006-11-02,276.970001,281.660004,274.980011,277.760010,277.760010,198000
2006-11-03,277.779999,282.070007,277.410004,280.010010,280.010010,184800
2006-11-06,280.140015,281.989990,276.760010,277.000000,277.000000,223400
2006-11-07,277.100006,280.820007,275.959991,278.040009,278.040009,204000
2006-11-08,278.059998,278.380005,272.160004,274.299988,274.299988,202400
2006-11-09,274.399994,286.720001,274.399994,285.970001,285.970001,321200
2006-11-10,285.929993,285.989990,277.049988,279.359985,279.359985,210600
2006-11-13,279.279999,279.309998,272.779999,278.730011,278.730011,201200
2006-11-14,278.739990,281.910004,274.619995,275.799988,275.799988,190600
2006-11-15,275.779999,279.399994,270.989990,277.609985,277.609985,215600
2006-11-16,277.619995,278.619995,267.390015,267.390015,267.390015,195000
2006-11-17,267.390015,269.989990,263.540009,268.070007,268.070007,247200
2006-11-20,268.070007,273.540009,266.369995,266.720001,266.720001,287800
2006-11-21,266.779999,277.529999,266.779999,276.809998,276.809998,263000
2006-11-22,276.809998,282.959991,276.290009,278.579987,278.579987,227800
2006-11-24,278.640015,287.859985,278.640015,284.839996,284.839996,151400
2006-11-27,285.040009,289.119995,285.040009,286.619995,286.619995,239000
2006-11-28,286.579987,288.950012,284.640015,288.950012,288.950012,226800
2006-11-29,289.010010,290.029999,287.230011,289.970001,289.970001,177200
2006-11-30,290.029999,300.679993,290.010010,300.130005,300.130005,292600
2006-12-01,300.089996,300.489990,295.079987,296.880005,296.880005,210300
2006-12-04,296.869995,300.420013,294.929993,300.220001,300.220001,147400
2006-12-05,300.239990,301.529999,294.299988,296.619995,296.619995,189800
2006-12-06,296.540009,297.679993,291.769989,291.769989,291.769989,205600
2006-12-07,291.790009,296.049988,288.000000,293.890015,293.890015,177200
2006-12-08,293.890015,296.570007,287.720001,288.690002,288.690002,190800
2006-12-11,288.829987,293.309998,288.829987,291.170013,291.170013,158400
2006-12-12,291.059998,291.059998,283.640015,287.600006,287.600006,193200
2006-12-13,287.529999,288.549988,283.359985,287.869995,287.869995,176200
2006-12-14,287.850006,291.350006,286.339996,290.779999,290.779999,179000
2006-12-15,290.779999,292.010010,283.940002,287.149994,287.149994,369600
2006-12-18,287.130005,287.130005,282.100006,282.459991,282.459991,186600
2006-12-19,282.450012,288.970001,282.239990,288.890015,288.890015,182200
2006-12-20,288.859985,288.859985,282.500000,282.640015,282.640015,187400
2006-12-21,282.679993,283.739990,277.040009,277.239990,277.239990,208200
2006-12-22,277.260010,279.519989,274.700012,277.149994,277.149994,120600
2006-12-26,277.200012,283.149994,277.200012,279.160004,279.160004,93000
2006-12-27,279.209991,284.589996,279.209991,284.529999,284.529999,130400
2006-12-28,284.570007,287.829987,284.570007,286.510010,286.510010,131400
2006-12-29,286.450012,286.649994,282.690002,284.720001,284.720001,87000
2007-01-03,284.739990,287.390015,272.130005,273.940002,273.940002,292200
2007-01-04,273.980011,273.980011,268.829987,269.420013,269.420013,238800
2007-01-05,269.390015,269.390015,262.279999,266.149994,266.149994,287800
2007-01-08,266.200012,267.329987,262.760010,265.760010,265.760010,210800
2007-01-09,265.769989,266.239990,259.579987,264.220001,264.220001,232000
2007-01-10,264.190002,264.190002,257.790009,261.000000,261.000000,227600
2007-01-11,261.100006,266.760010,261.100006,262.570007,262.570007,202000
2007-01-12,262.589996,269.380005,262.529999,268.540009,268.540009,137400
2007-01-16,268.660004,268.820007,262.880005,264.549988,264.549988,192800
2007-01-17,264.429993,268.239990,263.660004,265.700012,265.700012,202800
2007-01-18,265.720001,269.299988,259.899994,260.299988,260.299988,227200
2007-01-19,260.320007,265.459991,260.320007,264.510010,264.510010,194000
2007-01-22,264.540009,266.260010,259.910004,262.049988,262.049988,195800
2007-01-23,262.109985,273.570007,262.109985,273.570007,273.570007,258400
2007-01-24,273.600006,278.309998,269.489990,278.059998,278.059998,218400
2007-01-25,278.079987,281.899994,273.019989,274.570007,274.570007,287200
2007-01-26,274.559998,275.679993,271.709991,274.739990,274.739990,162000
2007-01-29,274.730011,275.529999,269.130005,269.549988,269.549988,227800
2007-01-30,269.619995,274.769989,269.619995,273.910004,273.910004,211400
2007-01-31,273.880005,279.390015,273.230011,278.000000,278.000000,176400
2007-02-01,277.739990,283.459991,277.739990,280.399994,280.399994,249400
2007-02-02,280.390015,280.390015,273.480011,275.559998,275.559998,215400
2007-02-05,275.630005,277.679993,274.839996,276.359985,276.359985,155400
2007-02-06,276.410004,278.739990,275.549988,277.899994,277.899994,153800
2007-02-07,277.799988,279.769989,275.149994,276.589996,276.589996,142400
2007-02-08,276.600006,281.540009,274.679993,281.519989,281.519989,230400
2007-02-09,281.510010,286.049988,280.500000,281.540009,281.540009,223400
2007-02-12,281.529999,283.769989,277.470001,278.690002,278.690002,144400
2007-02-13,278.730011,284.459991,278.730011,284.049988,284.049988,177200
2007-02-14,284.100006,288.850006,284.100006,286.359985,286.359985,230200
2007-02-15,286.309998,288.309998,284.799988,288.070007,288.070007,215200
2007-02-16,288.040009,288.040009,284.720001,285.220001,285.220001,135600
2007-02-20,285.279999,285.279999,278.329987,280.290009,280.290009,171600
2007-02-21,280.239990,291.929993,280.079987,290.369995,290.369995,264000
2007-02-22,290.369995,295.100006,289.350006,290.950012,290.950012,256200
2007-02-23,291.019989,294.820007,289.399994,289.690002,289.690002,242600
2007-02-26,289.769989,293.929993,289.769989,291.720001,291.720001,174600
2007-02-27,292.929993,292.929993,269.579987,272.820007,272.820007,380200
2007-02-28,272.880005,277.420013,270.829987,276.350006,276.350006,328400
2007-03-01,276.279999,276.279999,268.679993,271.029999,271.029999,306400
2007-03-02,270.980011,270.980011,261.940002,262.679993,262.679993,279200
2007-03-05,262.480011,263.119995,256.179993,257.079987,257.079987,324400
2007-03-06,257.179993,264.929993,257.179993,264.600006,264.600006,223600
2007-03-07,264.600006,266.950012,262.410004,262.769989,262.769989,183800
2007-03-08,262.820007,266.690002,261.820007,262.790009,262.790009,201500
2007-03-09,262.790009,264.989990,261.000000,261.269989,261.269989,183800
2007-03-12,261.309998,266.140015,260.799988,265.059998,265.059998,179200
2007-03-13,265.010010,265.720001,254.539993,254.660004,254.660004,249300
2007-03-14,254.600006,256.850006,250.529999,256.739990,256.739990,289000
2007-03-15,256.750000,264.200012,256.750000,262.559998,262.559998,267000
2007-03-16,262.589996,267.589996,261.010010,263.859985,263.859985,285400
2007-03-19,263.910004,268.579987,263.910004,267.450012,267.450012,267600
2007-03-20,267.459991,270.869995,267.459991,268.359985,268.359985,204200
2007-03-21,268.309998,273.690002,266.709991,273.690002,273.690002,206400
2007-03-22,273.709991,275.559998,271.049988,271.390015,271.390015,230200
2007-03-23,271.420013,272.440002,269.730011,272.290009,272.290009,332400
2007-03-26,272.320007,275.369995,270.519989,274.989990,274.989990,252000
2007-03-27,274.989990,274.989990,270.929993,271.869995,271.869995,211400
2007-03-28,271.899994,272.950012,270.019989,271.299988,271.299988,182800
2007-03-29,271.339996,273.660004,268.239990,270.709991,270.709991,203600
2007-03-30,270.730011,273.700012,270.170013,270.299988,270.299988,192200
2007-04-02,270.209991,275.089996,268.980011,274.760010,274.760010,209400
2007-04-03,274.760010,279.179993,274.760010,278.309998,278.309998,210000
2007-04-04,278.339996,282.290009,278.309998,281.910004,281.910004,221000
2007-04-05,281.820007,284.339996,280.940002,281.429993,281.429993,188600
2007-04-09,281.420013,284.920013,280.980011,281.790009,281.790009,140400
2007-04-10,281.899994,286.709991,281.899994,285.040009,285.040009,171000
2007-04-11,285.059998,289.100006,281.690002,283.190002,283.190002,277600
2007-04-12,283.230011,283.850006,280.869995,283.410004,283.410004,170800
2007-04-13,283.440002,290.380005,283.440002,289.950012,289.950012,243400
2007-04-16,289.950012,292.890015,289.570007,292.070007,292.070007,230600
2007-04-17,292.040009,292.850006,290.010010,290.559998,290.559998,196800
2007-04-18,290.540009,290.739990,287.390015,287.730011,287.730011,206000
2007-04-19,287.670013,287.670013,280.839996,281.070007,281.070007,236200
2007-04-20,281.179993,286.820007,281.179993,284.320007,284.320007,206000
2007-04-23,284.339996,284.950012,281.579987,282.010010,282.010010,157800
2007-04-24,281.690002,282.750000,277.899994,278.899994,278.899994,176400
2007-04-25,278.929993,282.980011,278.920013,282.329987,282.329987,173200
2007-04-26,282.279999,282.279999,274.989990,275.649994,275.649994,249600
2007-04-27,275.649994,276.679993,274.190002,276.130005,276.130005,165400
2007-04-30,276.190002,276.660004,270.890015,271.230011,271.230011,163800
2007-05-01,271.200012,271.739990,267.690002,270.239990,270.239990,198400
2007-05-02,270.220001,277.820007,269.369995,277.130005,277.130005,277600
2007-05-03,277.160004,282.130005,274.940002,280.670013,280.670013,222800
2007-05-04,280.730011,285.519989,280.730011,281.619995,281.619995,218400
2007-05-07,281.809998,286.890015,281.809998,284.369995,284.369995,171600
2007-05-08,284.260010,284.260010,279.239990,282.029999,282.029999,169800
2007-05-09,281.989990,284.179993,280.769989,282.329987,282.329987,207000
2007-05-10,282.220001,282.220001,273.880005,274.350006,274.350006,193600
2007-05-11,274.829987,279.119995,274.809998,278.279999,278.279999,149000
2007-05-14,278.220001,279.970001,271.829987,273.670013,273.670013,242600
2007-05-15,273.950012,278.869995,273.859985,274.809998,274.809998,204400
2007-05-16,274.519989,274.790009,268.670013,271.970001,271.970001,221000
2007-05-17,272.119995,272.119995,267.339996,269.790009,269.790009,205600
2007-05-18,269.790009,274.119995,269.739990,273.000000,273.000000,175200
2007-05-21,273.070007,278.279999,272.619995,276.170013,276.170013,168800
2007-05-22,275.980011,276.899994,270.630005,270.959991,270.959991,165200
2007-05-23,271.049988,278.500000,271.049988,275.529999,275.529999,241400
2007-05-24,275.529999,276.600006,268.730011,269.070007,269.070007,212400
2007-05-25,269.130005,272.299988,269.059998,271.510010,271.510010,153800
2007-05-29,271.589996,273.989990,270.230011,271.130005,271.130005,165000
2007-05-30,270.980011,273.100006,267.549988,272.890015,272.890015,182600
2007-05-31,272.920013,278.609985,272.920013,278.500000,278.500000,156600
2007-06-01,279.970001,285.049988,279.959991,284.950012,284.950012,253200
2007-06-04,284.809998,284.809998,280.779999,283.649994,283.649994,163000
2007-06-05,283.619995,283.769989,279.179993,281.059998,281.059998,174600
