Start Day,Start Month,Year,End Month,End Day,Start Date (Temp),End Date (Temp),Start Date (String),End Date (String),FEDFUNDS
1,3,1981,3,31,1/3/1981,31/3/1981,2/3/1981,31/3/1981,14.7
1,4,1981,4,30,1/4/1981,30/4/1981,1/4/1981,30/4/1981,15.72
1,5,1981,5,31,1/5/1981,31/5/1981,1/5/1981,29/5/1981,18.52
1,6,1981,6,30,1/6/1981,30/6/1981,1/6/1981,30/6/1981,19.1
1,7,1981,7,31,1/7/1981,31/7/1981,1/7/1981,31/7/1981,19.04
1,8,1981,8,31,1/8/1981,31/8/1981,3/8/1981,31/8/1981,17.82
1,9,1981,9,30,1/9/1981,30/9/1981,1/9/1981,30/9/1981,15.87
1,10,1981,10,31,1/10/1981,31/10/1981,1/10/1981,30/10/1981,15.08
1,11,1981,11,30,1/11/1981,30/11/1981,2/11/1981,30/11/1981,13.31
1,12,1981,12,31,1/12/1981,31/12/1981,1/12/1981,31/12/1981,12.37
1,1,1982,1,31,1/1/1982,31/1/1982,1/1/1982,29/1/1982,13.22
1,2,1982,2,28,1/2/1982,28/2/1982,1/2/1982,26/2/1982,14.78
1,3,1982,3,31,1/3/1982,31/3/1982,1/3/1982,31/3/1982,14.68
1,4,1982,4,30,1/4/1982,30/4/1982,1/4/1982,30/4/1982,14.94
1,5,1982,5,31,1/5/1982,31/5/1982,3/5/1982,31/5/1982,14.45
1,6,1982,6,30,1/6/1982,30/6/1982,1/6/1982,30/6/1982,14.15
1,7,1982,7,31,1/7/1982,31/7/1982,1/7/1982,30/7/1982,12.59
1,8,1982,8,31,1/8/1982,31/8/1982,2/8/1982,31/8/1982,10.12
1,9,1982,9,30,1/9/1982,30/9/1982,1/9/1982,30/9/1982,10.31
1,10,1982,10,31,1/10/1982,31/10/1982,1/10/1982,29/10/1982,9.71
1,11,1982,11,30,1/11/1982,30/11/1982,1/11/1982,30/11/1982,9.2
1,12,1982,12,31,1/12/1982,31/12/1982,1/12/1982,31/12/1982,8.95
1,1,1983,1,31,1/1/1983,31/1/1983,3/1/1983,31/1/1983,8.68
1,2,1983,2,28,1/2/1983,28/2/1983,1/2/1983,28/2/1983,8.51
1,3,1983,3,31,1/3/1983,31/3/1983,1/3/1983,31/3/1983,8.77
1,4,1983,4,30,1/4/1983,30/4/1983,1/4/1983,29/4/1983,8.8
1,5,1983,5,31,1/5/1983,31/5/1983,2/5/1983,31/5/1983,8.63
1,6,1983,6,30,1/6/1983,30/6/1983,1/6/1983,30/6/1983,8.98
1,7,1983,7,31,1/7/1983,31/7/1983,1/7/1983,29/7/1983,9.37
1,8,1983,8,31,1/8/1983,31/8/1983,1/8/1983,31/8/1983,9.56
1,9,1983,9,30,1/9/1983,30/9/1983,1/9/1983,30/9/1983,9.45
1,10,1983,10,31,1/10/1983,31/10/1983,3/10/1983,31/10/1983,9.48
1,11,1983,11,30,1/11/1983,30/11/1983,1/11/1983,30/11/1983,9.34
1,12,1983,12,31,1/12/1983,31/12/1983,1/12/1983,30/12/1983,9.47
1,1,1984,1,31,1/1/1984,31/1/1984,2/1/1984,31/1/1984,9.56
1,2,1984,2,29,1/2/1984,29/2/1984,1/2/1984,29/2/1984,9.59
1,3,1984,3,31,1/3/1984,31/3/1984,1/3/1984,30/3/1984,9.91
1,4,1984,4,30,1/4/1984,30/4/1984,2/4/1984,30/4/1984,10.29
1,5,1984,5,31,1/5/1984,31/5/1984,1/5/1984,31/5/1984,10.32
1,6,1984,6,30,1/6/1984,30/6/1984,1/6/1984,29/6/1984,11.06
1,7,1984,7,31,1/7/1984,31/7/1984,2/7/1984,31/7/1984,11.23
1,8,1984,8,31,1/8/1984,31/8/1984,1/8/1984,31/8/1984,11.64
1,9,1984,9,30,1/9/1984,30/9/1984,3/9/1984,28/9/1984,11.3
1,10,1984,10,31,1/10/1984,31/10/1984,1/10/1984,31/10/1984,9.99
1,11,1984,11,30,1/11/1984,30/11/1984,1/11/1984,30/11/1984,9.43
1,12,1984,12,31,1/12/1984,31/12/1984,3/12/1984,31/12/1984,8.38
1,1,1985,1,31,1/1/1985,31/1/1985,1/1/1985,31/1/1985,8.35
1,2,1985,2,28,1/2/1985,28/2/1985,1/2/1985,28/2/1985,8.5
1,3,1985,3,31,1/3/1985,31/3/1985,1/3/1985,29/3/1985,8.58
1,4,1985,4,30,1/4/1985,30/4/1985,1/4/1985,30/4/1985,8.27
1,5,1985,5,31,1/5/1985,31/5/1985,1/5/1985,31/5/1985,7.97
1,6,1985,6,30,1/6/1985,30/6/1985,3/6/1985,28/6/1985,7.53
1,7,1985,7,31,1/7/1985,31/7/1985,1/7/1985,31/7/1985,7.88
1,8,1985,8,31,1/8/1985,31/8/1985,1/8/1985,30/8/1985,7.9
1,9,1985,9,30,1/9/1985,30/9/1985,2/9/1985,30/9/1985,7.92
1,10,1985,10,31,1/10/1985,31/10/1985,1/10/1985,31/10/1985,7.99
1,11,1985,11,30,1/11/1985,30/11/1985,1/11/1985,29/11/1985,8.05
1,12,1985,12,31,1/12/1985,31/12/1985,2/12/1985,31/12/1985,8.27
1,1,1986,1,31,1/1/1986,31/1/1986,1/1/1986,31/1/1986,8.14
1,2,1986,2,28,1/2/1986,28/2/1986,3/2/1986,28/2/1986,7.86
1,3,1986,3,31,1/3/1986,31/3/1986,3/3/1986,31/3/1986,7.48
1,4,1986,4,30,1/4/1986,30/4/1986,1/4/1986,30/4/1986,6.99
1,5,1986,5,31,1/5/1986,31/5/1986,1/5/1986,30/5/1986,6.85
1,6,1986,6,30,1/6/1986,30/6/1986,2/6/1986,30/6/1986,6.92
1,7,1986,7,31,1/7/1986,31/7/1986,1/7/1986,31/7/1986,6.56
1,8,1986,8,31,1/8/1986,31/8/1986,1/8/1986,29/8/1986,6.17
1,9,1986,9,30,1/9/1986,30/9/1986,1/9/1986,30/9/1986,5.89
1,10,1986,10,31,1/10/1986,31/10/1986,1/10/1986,31/10/1986,5.85
1,11,1986,11,30,1/11/1986,30/11/1986,3/11/1986,28/11/1986,6.04
1,12,1986,12,31,1/12/1986,31/12/1986,1/12/1986,31/12/1986,6.91
1,1,1987,1,31,1/1/1987,31/1/1987,1/1/1987,30/1/1987,6.43
1,2,1987,2,28,1/2/1987,28/2/1987,2/2/1987,27/2/1987,6.1
1,3,1987,3,31,1/3/1987,31/3/1987,2/3/1987,31/3/1987,6.13
1,4,1987,4,30,1/4/1987,30/4/1987,1/4/1987,30/4/1987,6.37
1,5,1987,5,31,1/5/1987,31/5/1987,1/5/1987,29/5/1987,6.85
1,6,1987,6,30,1/6/1987,30/6/1987,1/6/1987,30/6/1987,6.73
1,7,1987,7,31,1/7/1987,31/7/1987,1/7/1987,31/7/1987,6.58
1,8,1987,8,31,1/8/1987,31/8/1987,3/8/1987,31/8/1987,6.73
1,9,1987,9,30,1/9/1987,30/9/1987,1/9/1987,30/9/1987,7.22
1,10,1987,10,31,1/10/1987,31/10/1987,1/10/1987,30/10/1987,7.29
1,11,1987,11,30,1/11/1987,30/11/1987,2/11/1987,30/11/1987,6.69
1,12,1987,12,31,1/12/1987,31/12/1987,1/12/1987,31/12/1987,6.77
1,1,1988,1,31,1/1/1988,31/1/1988,1/1/1988,29/1/1988,6.83
1,2,1988,2,29,1/2/1988,29/2/1988,1/2/1988,29/2/1988,6.58
1,3,1988,3,31,1/3/1988,31/3/1988,1/3/1988,31/3/1988,6.58
1,4,1988,4,30,1/4/1988,30/4/1988,1/4/1988,29/4/1988,6.87
1,5,1988,5,31,1/5/1988,31/5/1988,2/5/1988,31/5/1988,7.09
1,6,1988,6,30,1/6/1988,30/6/1988,1/6/1988,30/6/1988,7.51
1,7,1988,7,31,1/7/1988,31/7/1988,1/7/1988,29/7/1988,7.75
1,8,1988,8,31,1/8/1988,31/8/1988,1/8/1988,31/8/1988,8.01
1,9,1988,9,30,1/9/1988,30/9/1988,1/9/1988,30/9/1988,8.19
1,10,1988,10,31,1/10/1988,31/10/1988,3/10/1988,31/10/1988,8.3
1,11,1988,11,30,1/11/1988,30/11/1988,1/11/1988,30/11/1988,8.35
1,12,1988,12,31,1/12/1988,31/12/1988,1/12/1988,30/12/1988,8.76
1,1,1989,1,31,1/1/1989,31/1/1989,2/1/1989,31/1/1989,9.12
1,2,1989,2,28,1/2/1989,28/2/1989,1/2/1989,28/2/1989,9.36
1,3,1989,3,31,1/3/1989,31/3/1989,1/3/1989,31/3/1989,9.85
1,4,1989,4,30,1/4/1989,30/4/1989,3/4/1989,28/4/1989,9.84
1,5,1989,5,31,1/5/1989,31/5/1989,1/5/1989,31/5/1989,9.81
1,6,1989,6,30,1/6/1989,30/6/1989,1/6/1989,30/6/1989,9.53
1,7,1989,7,31,1/7/1989,31/7/1989,3/7/1989,31/7/1989,9.24
1,8,1989,8,31,1/8/1989,31/8/1989,1/8/1989,31/8/1989,8.99
1,9,1989,9,30,1/9/1989,30/9/1989,1/9/1989,29/9/1989,9.02
1,10,1989,10,31,1/10/1989,31/10/1989,2/10/1989,31/10/1989,8.84
1,11,1989,11,30,1/11/1989,30/11/1989,1/11/1989,30/11/1989,8.55
1,12,1989,12,31,1/12/1989,31/12/1989,1/12/1989,29/12/1989,8.45
1,1,1990,1,31,1/1/1990,31/1/1990,1/1/1990,31/1/1990,8.23
1,2,1990,2,28,1/2/1990,28/2/1990,1/2/1990,28/2/1990,8.24
1,3,1990,3,31,1/3/1990,31/3/1990,1/3/1990,30/3/1990,8.28
1,4,1990,4,30,1/4/1990,30/4/1990,2/4/1990,30/4/1990,8.26
1,5,1990,5,31,1/5/1990,31/5/1990,1/5/1990,31/5/1990,8.18
1,6,1990,6,30,1/6/1990,30/6/1990,1/6/1990,29/6/1990,8.29
1,7,1990,7,31,1/7/1990,31/7/1990,2/7/1990,31/7/1990,8.15
1,8,1990,8,31,1/8/1990,31/8/1990,1/8/1990,31/8/1990,8.13
1,9,1990,9,30,1/9/1990,30/9/1990,3/9/1990,28/9/1990,8.2
1,10,1990,10,31,1/10/1990,31/10/1990,1/10/1990,31/10/1990,8.11
1,11,1990,11,30,1/11/1990,30/11/1990,1/11/1990,30/11/1990,7.81
1,12,1990,12,31,1/12/1990,31/12/1990,3/12/1990,31/12/1990,7.31
1,1,1991,1,31,1/1/1991,31/1/1991,1/1/1991,31/1/1991,6.91
1,2,1991,2,28,1/2/1991,28/2/1991,1/2/1991,28/2/1991,6.25
1,3,1991,3,31,1/3/1991,31/3/1991,1/3/1991,29/3/1991,6.12
1,4,1991,4,30,1/4/1991,30/4/1991,1/4/1991,30/4/1991,5.91
1,5,1991,5,31,1/5/1991,31/5/1991,1/5/1991,31/5/1991,5.78
1,6,1991,6,30,1/6/1991,30/6/1991,3/6/1991,28/6/1991,5.9
1,7,1991,7,31,1/7/1991,31/7/1991,1/7/1991,31/7/1991,5.82
1,8,1991,8,31,1/8/1991,31/8/1991,1/8/1991,30/8/1991,5.66
1,9,1991,9,30,1/9/1991,30/9/1991,2/9/1991,30/9/1991,5.45
1,10,1991,10,31,1/10/1991,31/10/1991,1/10/1991,31/10/1991,5.21
1,11,1991,11,30,1/11/1991,30/11/1991,1/11/1991,29/11/1991,4.81
1,12,1991,12,31,1/12/1991,31/12/1991,2/12/1991,31/12/1991,4.43
1,1,1992,1,31,1/1/1992,31/1/1992,1/1/1992,31/1/1992,4.03
1,2,1992,2,29,1/2/1992,29/2/1992,3/2/1992,28/2/1992,4.06
1,3,1992,3,31,1/3/1992,31/3/1992,2/3/1992,31/3/1992,3.98
1,4,1992,4,30,1/4/1992,30/4/1992,1/4/1992,30/4/1992,3.73
1,5,1992,5,31,1/5/1992,31/5/1992,1/5/1992,29/5/1992,3.82
1,6,1992,6,30,1/6/1992,30/6/1992,1/6/1992,30/6/1992,3.76
1,7,1992,7,31,1/7/1992,31/7/1992,1/7/1992,31/7/1992,3.25
1,8,1992,8,31,1/8/1992,31/8/1992,3/8/1992,31/8/1992,3.3
1,9,1992,9,30,1/9/1992,30/9/1992,1/9/1992,30/9/1992,3.22
1,10,1992,10,31,1/10/1992,31/10/1992,1/10/1992,30/10/1992,3.1
1,11,1992,11,30,1/11/1992,30/11/1992,2/11/1992,30/11/1992,3.09
1,12,1992,12,31,1/12/1992,31/12/1992,1/12/1992,31/12/1992,2.92
1,1,1993,1,31,1/1/1993,31/1/1993,1/1/1993,29/1/1993,3.02
1,2,1993,2,28,1/2/1993,28/2/1993,1/2/1993,26/2/1993,3.03
1,3,1993,3,31,1/3/1993,31/3/1993,1/3/1993,31/3/1993,3.07
1,4,1993,4,30,1/4/1993,30/4/1993,1/4/1993,30/4/1993,2.96
1,5,1993,5,31,1/5/1993,31/5/1993,3/5/1993,31/5/1993,3
1,6,1993,6,30,1/6/1993,30/6/1993,1/6/1993,30/6/1993,3.04
1,7,1993,7,31,1/7/1993,31/7/1993,1/7/1993,30/7/1993,3.06
1,8,1993,8,31,1/8/1993,31/8/1993,2/8/1993,31/8/1993,3.03
1,9,1993,9,30,1/9/1993,30/9/1993,1/9/1993,30/9/1993,3.09
1,10,1993,10,31,1/10/1993,31/10/1993,1/10/1993,29/10/1993,2.99
1,11,1993,11,30,1/11/1993,30/11/1993,1/11/1993,30/11/1993,3.02
1,12,1993,12,31,1/12/1993,31/12/1993,1/12/1993,31/12/1993,2.96
1,1,1994,1,31,1/1/1994,31/1/1994,3/1/1994,31/1/1994,3.05
1,2,1994,2,28,1/2/1994,28/2/1994,1/2/1994,28/2/1994,3.25
1,3,1994,3,31,1/3/1994,31/3/1994,1/3/1994,31/3/1994,3.34
1,4,1994,4,30,1/4/1994,30/4/1994,1/4/1994,29/4/1994,3.56
1,5,1994,5,31,1/5/1994,31/5/1994,2/5/1994,31/5/1994,4.01
1,6,1994,6,30,1/6/1994,30/6/1994,1/6/1994,30/6/1994,4.25
1,7,1994,7,31,1/7/1994,31/7/1994,1/7/1994,29/7/1994,4.26
1,8,1994,8,31,1/8/1994,31/8/1994,1/8/1994,31/8/1994,4.47
1,9,1994,9,30,1/9/1994,30/9/1994,1/9/1994,30/9/1994,4.73
1,10,1994,10,31,1/10/1994,31/10/1994,3/10/1994,31/10/1994,4.76
1,11,1994,11,30,1/11/1994,30/11/1994,1/11/1994,30/11/1994,5.29
1,12,1994,12,31,1/12/1994,31/12/1994,1/12/1994,30/12/1994,5.45
1,1,1995,1,31,1/1/1995,31/1/1995,2/1/1995,31/1/1995,5.53
1,2,1995,2,28,1/2/1995,28/2/1995,1/2/1995,28/2/1995,5.92
1,3,1995,3,31,1/3/1995,31/3/1995,1/3/1995,31/3/1995,5.98
1,4,1995,4,30,1/4/1995,30/4/1995,3/4/1995,28/4/1995,6.05
1,5,1995,5,31,1/5/1995,31/5/1995,1/5/1995,31/5/1995,6.01
1,6,1995,6,30,1/6/1995,30/6/1995,1/6/1995,30/6/1995,6
1,7,1995,7,31,1/7/1995,31/7/1995,3/7/1995,31/7/1995,5.85
1,8,1995,8,31,1/8/1995,31/8/1995,1/8/1995,31/8/1995,5.74
1,9,1995,9,30,1/9/1995,30/9/1995,1/9/1995,29/9/1995,5.8
1,10,1995,10,31,1/10/1995,31/10/1995,2/10/1995,31/10/1995,5.76
1,11,1995,11,30,1/11/1995,30/11/1995,1/11/1995,30/11/1995,5.8
1,12,1995,12,31,1/12/1995,31/12/1995,1/12/1995,29/12/1995,5.6
1,1,1996,1,31,1/1/1996,31/1/1996,1/1/1996,31/1/1996,5.56
1,2,1996,2,29,1/2/1996,29/2/1996,1/2/1996,29/2/1996,5.22
1,3,1996,3,31,1/3/1996,31/3/1996,1/3/1996,29/3/1996,5.31
1,4,1996,4,30,1/4/1996,30/4/1996,1/4/1996,30/4/1996,5.22
1,5,1996,5,31,1/5/1996,31/5/1996,1/5/1996,31/5/1996,5.24
1,6,1996,6,30,1/6/1996,30/6/1996,3/6/1996,28/6/1996,5.27
1,7,1996,7,31,1/7/1996,31/7/1996,1/7/1996,31/7/1996,5.4
1,8,1996,8,31,1/8/1996,31/8/1996,1/8/1996,30/8/1996,5.22
1,9,1996,9,30,1/9/1996,30/9/1996,2/9/1996,30/9/1996,5.3
1,10,1996,10,31,1/10/1996,31/10/1996,1/10/1996,31/10/1996,5.24
1,11,1996,11,30,1/11/1996,30/11/1996,1/11/1996,29/11/1996,5.31
1,12,1996,12,31,1/12/1996,31/12/1996,2/12/1996,31/12/1996,5.29
1,1,1997,1,31,1/1/1997,31/1/1997,1/1/1997,31/1/1997,5.25
1,2,1997,2,28,1/2/1997,28/2/1997,3/2/1997,28/2/1997,5.19
1,3,1997,3,31,1/3/1997,31/3/1997,3/3/1997,31/3/1997,5.39
1,4,1997,4,30,1/4/1997,30/4/1997,1/4/1997,30/4/1997,5.51
1,5,1997,5,31,1/5/1997,31/5/1997,1/5/1997,30/5/1997,5.5
1,6,1997,6,30,1/6/1997,30/6/1997,2/6/1997,30/6/1997,5.56
1,7,1997,7,31,1/7/1997,31/7/1997,1/7/1997,31/7/1997,5.52
1,8,1997,8,31,1/8/1997,31/8/1997,1/8/1997,29/8/1997,5.54
1,9,1997,9,30,1/9/1997,30/9/1997,1/9/1997,30/9/1997,5.54
1,10,1997,10,31,1/10/1997,31/10/1997,1/10/1997,31/10/1997,5.5
1,11,1997,11,30,1/11/1997,30/11/1997,3/11/1997,28/11/1997,5.52
1,12,1997,12,31,1/12/1997,31/12/1997,1/12/1997,31/12/1997,5.5
1,1,1998,1,31,1/1/1998,31/1/1998,1/1/1998,30/1/1998,5.56
1,2,1998,2,28,1/2/1998,28/2/1998,2/2/1998,27/2/1998,5.51
1,3,1998,3,31,1/3/1998,31/3/1998,2/3/1998,31/3/1998,5.49
1,4,1998,4,30,1/4/1998,30/4/1998,1/4/1998,30/4/1998,5.45
1,5,1998,5,31,1/5/1998,31/5/1998,1/5/1998,29/5/1998,5.49
1,6,1998,6,30,1/6/1998,30/6/1998,1/6/1998,30/6/1998,5.56
1,7,1998,7,31,1/7/1998,31/7/1998,1/7/1998,31/7/1998,5.54
1,8,1998,8,31,1/8/1998,31/8/1998,3/8/1998,31/8/1998,5.55
1,9,1998,9,30,1/9/1998,30/9/1998,1/9/1998,30/9/1998,5.51
1,10,1998,10,31,1/10/1998,31/10/1998,1/10/1998,30/10/1998,5.07
1,11,1998,11,30,1/11/1998,30/11/1998,2/11/1998,30/11/1998,4.83
1,12,1998,12,31,1/12/1998,31/12/1998,1/12/1998,31/12/1998,4.68
1,1,1999,1,31,1/1/1999,31/1/1999,1/1/1999,29/1/1999,4.63
1,2,1999,2,28,1/2/1999,28/2/1999,1/2/1999,26/2/1999,4.76
1,3,1999,3,31,1/3/1999,31/3/1999,1/3/1999,31/3/1999,4.81
1,4,1999,4,30,1/4/1999,30/4/1999,1/4/1999,30/4/1999,4.74
1,5,1999,5,31,1/5/1999,31/5/1999,3/5/1999,31/5/1999,4.74
1,6,1999,6,30,1/6/1999,30/6/1999,1/6/1999,30/6/1999,4.76
1,7,1999,7,31,1/7/1999,31/7/1999,1/7/1999,30/7/1999,4.99
1,8,1999,8,31,1/8/1999,31/8/1999,2/8/1999,31/8/1999,5.07
1,9,1999,9,30,1/9/1999,30/9/1999,1/9/1999,30/9/1999,5.22
1,10,1999,10,31,1/10/1999,31/10/1999,1/10/1999,29/10/1999,5.2
1,11,1999,11,30,1/11/1999,30/11/1999,1/11/1999,30/11/1999,5.42
1,12,1999,12,31,1/12/1999,31/12/1999,1/12/1999,31/12/1999,5.3
1,1,2000,1,31,1/1/2000,31/1/2000,3/1/2000,31/1/2000,5.45
1,2,2000,2,29,1/2/2000,29/2/2000,1/2/2000,29/2/2000,5.73
1,3,2000,3,31,1/3/2000,31/3/2000,1/3/2000,31/3/2000,5.85
1,4,2000,4,30,1/4/2000,30/4/2000,3/4/2000,28/4/2000,6.02
1,5,2000,5,31,1/5/2000,31/5/2000,1/5/2000,31/5/2000,6.27
1,6,2000,6,30,1/6/2000,30/6/2000,1/6/2000,30/6/2000,6.53
1,7,2000,7,31,1/7/2000,31/7/2000,3/7/2000,31/7/2000,6.54
1,8,2000,8,31,1/8/2000,31/8/2000,1/8/2000,31/8/2000,6.5
1,9,2000,9,30,1/9/2000,30/9/2000,1/9/2000,29/9/2000,6.52
1,10,2000,10,31,1/10/2000,31/10/2000,2/10/2000,31/10/2000,6.51
1,11,2000,11,30,1/11/2000,30/11/2000,1/11/2000,30/11/2000,6.51
1,12,2000,12,31,1/12/2000,31/12/2000,1/12/2000,29/12/2000,6.4
1,1,2001,1,31,1/1/2001,31/1/2001,1/1/2001,31/1/2001,5.98
1,2,2001,2,28,1/2/2001,28/2/2001,1/2/2001,28/2/2001,5.49
1,3,2001,3,31,1/3/2001,31/3/2001,1/3/2001,30/3/2001,5.31
1,4,2001,4,30,1/4/2001,30/4/2001,2/4/2001,30/4/2001,4.8
1,5,2001,5,31,1/5/2001,31/5/2001,1/5/2001,31/5/2001,4.21
1,6,2001,6,30,1/6/2001,30/6/2001,1/6/2001,29/6/2001,3.97
1,7,2001,7,31,1/7/2001,31/7/2001,2/7/2001,31/7/2001,3.77
1,8,2001,8,31,1/8/2001,31/8/2001,1/8/2001,31/8/2001,3.65
1,9,2001,9,30,1/9/2001,30/9/2001,3/9/2001,28/9/2001,3.07
1,10,2001,10,31,1/10/2001,31/10/2001,1/10/2001,31/10/2001,2.49
1,11,2001,11,30,1/11/2001,30/11/2001,1/11/2001,30/11/2001,2.09
1,12,2001,12,31,1/12/2001,31/12/2001,3/12/2001,31/12/2001,1.82
1,1,2002,1,31,1/1/2002,31/1/2002,1/1/2002,31/1/2002,1.73
1,2,2002,2,28,1/2/2002,28/2/2002,1/2/2002,28/2/2002,1.74
1,3,2002,3,31,1/3/2002,31/3/2002,1/3/2002,29/3/2002,1.73
1,4,2002,4,30,1/4/2002,30/4/2002,1/4/2002,30/4/2002,1.75
1,5,2002,5,31,1/5/2002,31/5/2002,1/5/2002,31/5/2002,1.75
1,6,2002,6,30,1/6/2002,30/6/2002,3/6/2002,28/6/2002,1.75
1,7,2002,7,31,1/7/2002,31/7/2002,1/7/2002,31/7/2002,1.73
1,8,2002,8,31,1/8/2002,31/8/2002,1/8/2002,30/8/2002,1.74
1,9,2002,9,30,1/9/2002,30/9/2002,2/9/2002,30/9/2002,1.75
1,10,2002,10,31,1/10/2002,31/10/2002,1/10/2002,31/10/2002,1.75
1,11,2002,11,30,1/11/2002,30/11/2002,1/11/2002,29/11/2002,1.34
1,12,2002,12,31,1/12/2002,31/12/2002,2/12/2002,31/12/2002,1.24
1,1,2003,1,31,1/1/2003,31/1/2003,1/1/2003,31/1/2003,1.24
1,2,2003,2,28,1/2/2003,28/2/2003,3/2/2003,28/2/2003,1.26
1,3,2003,3,31,1/3/2003,31/3/2003,3/3/2003,31/3/2003,1.25
1,4,2003,4,30,1/4/2003,30/4/2003,1/4/2003,30/4/2003,1.26
1,5,2003,5,31,1/5/2003,31/5/2003,1/5/2003,30/5/2003,1.26
1,6,2003,6,30,1/6/2003,30/6/2003,2/6/2003,30/6/2003,1.22
1,7,2003,7,31,1/7/2003,31/7/2003,1/7/2003,31/7/2003,1.01
1,8,2003,8,31,1/8/2003,31/8/2003,1/8/2003,29/8/2003,1.03
1,9,2003,9,30,1/9/2003,30/9/2003,1/9/2003,30/9/2003,1.01
1,10,2003,10,31,1/10/2003,31/10/2003,1/10/2003,31/10/2003,1.01
1,11,2003,11,30,1/11/2003,30/11/2003,3/11/2003,28/11/2003,1
1,12,2003,12,31,1/12/2003,31/12/2003,1/12/2003,31/12/2003,0.98
1,1,2004,1,31,1/1/2004,31/1/2004,1/1/2004,30/1/2004,1
1,2,2004,2,29,1/2/2004,29/2/2004,2/2/2004,27/2/2004,1.01
1,3,2004,3,31,1/3/2004,31/3/2004,1/3/2004,31/3/2004,1
1,4,2004,4,30,1/4/2004,30/4/2004,1/4/2004,30/4/2004,1
1,5,2004,5,31,1/5/2004,31/5/2004,3/5/2004,31/5/2004,1
1,6,2004,6,30,1/6/2004,30/6/2004,1/6/2004,30/6/2004,1.03
1,7,2004,7,31,1/7/2004,31/7/2004,1/7/2004,30/7/2004,1.26
1,8,2004,8,31,1/8/2004,31/8/2004,2/8/2004,31/8/2004,1.43
1,9,2004,9,30,1/9/2004,30/9/2004,1/9/2004,30/9/2004,1.61
1,10,2004,10,31,1/10/2004,31/10/2004,1/10/2004,29/10/2004,1.76
1,11,2004,11,30,1/11/2004,30/11/2004,1/11/2004,30/11/2004,1.93
1,12,2004,12,31,1/12/2004,31/12/2004,1/12/2004,31/12/2004,2.16
1,1,2005,1,31,1/1/2005,31/1/2005,3/1/2005,31/1/2005,2.28
1,2,2005,2,28,1/2/2005,28/2/2005,1/2/2005,28/2/2005,2.5
1,3,2005,3,31,1/3/2005,31/3/2005,1/3/2005,31/3/2005,2.63
1,4,2005,4,30,1/4/2005,30/4/2005,1/4/2005,29/4/2005,2.79
1,5,2005,5,31,1/5/2005,31/5/2005,2/5/2005,31/5/2005,3
1,6,2005,6,30,1/6/2005,30/6/2005,1/6/2005,30/6/2005,3.04
1,7,2005,7,31,1/7/2005,31/7/2005,1/7/2005,29/7/2005,3.26
1,8,2005,8,31,1/8/2005,31/8/2005,1/8/2005,31/8/2005,3.5
1,9,2005,9,30,1/9/2005,30/9/2005,1/9/2005,30/9/2005,3.62
1,10,2005,10,31,1/10/2005,31/10/2005,3/10/2005,31/10/2005,3.78
1,11,2005,11,30,1/11/2005,30/11/2005,1/11/2005,30/11/2005,4
1,12,2005,12,31,1/12/2005,31/12/2005,1/12/2005,30/12/2005,4.16
1,1,2006,1,31,1/1/2006,31/1/2006,2/1/2006,31/1/2006,4.29
1,2,2006,2,28,1/2/2006,28/2/2006,1/2/2006,28/2/2006,4.49
1,3,2006,3,31,1/3/2006,31/3/2006,1/3/2006,31/3/2006,4.59
1,4,2006,4,30,1/4/2006,30/4/2006,3/4/2006,28/4/2006,4.79
1,5,2006,5,31,1/5/2006,31/5/2006,1/5/2006,31/5/2006,4.94
1,6,2006,6,30,1/6/2006,30/6/2006,1/6/2006,30/6/2006,4.99
1,7,2006,7,31,1/7/2006,31/7/2006,3/7/2006,31/7/2006,5.24
1,8,2006,8,31,1/8/2006,31/8/2006,1/8/2006,31/8/2006,5.25
1,9,2006,9,30,1/9/2006,30/9/2006,1/9/2006,29/9/2006,5.25
1,10,2006,10,31,1/10/2006,31/10/2006,2/10/2006,31/10/2006,5.25
1,11,2006,11,30,1/11/2006,30/11/2006,1/11/2006,30/11/2006,5.25
1,12,2006,12,31,1/12/2006,31/12/2006,1/12/2006,29/12/2006,5.24
1,1,2007,1,31,1/1/2007,31/1/2007,1/1/2007,31/1/2007,5.25
1,2,2007,2,28,1/2/2007,28/2/2007,1/2/2007,28/2/2007,5.26
1,3,2007,3,31,1/3/2007,31/3/2007,1/3/2007,30/3/2007,5.26
1,4,2007,4,30,1/4/2007,30/4/2007,2/4/2007,30/4/2007,5.25
1,5,2007,5,31,1/5/2007,31/5/2007,1/5/2007,31/5/2007,5.25
1,6,2007,6,30,1/6/2007,30/6/2007,1/6/2007,29/6/2007,5.25
1,7,2007,7,31,1/7/2007,31/7/2007,2/7/2007,31/7/2007,5.26
1,8,2007,8,31,1/8/2007,31/8/2007,1/8/2007,31/8/2007,5.02
1,9,2007,9,30,1/9/2007,30/9/2007,3/9/2007,28/9/2007,4.94
1,10,2007,10,31,1/10/2007,31/10/2007,1/10/2007,31/10/2007,4.76
1,11,2007,11,30,1/11/2007,30/11/2007,1/11/2007,30/11/2007,4.49
1,12,2007,12,31,1/12/2007,31/12/2007,3/12/2007,31/12/2007,4.24
1,1,2008,1,31,1/1/2008,31/1/2008,1/1/2008,31/1/2008,3.94
1,2,2008,2,29,1/2/2008,29/2/2008,1/2/2008,29/2/2008,2.98
